horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,Alert_AUC,Brier_score,Alert_F1,Alert_Recall,Alert_Precision,score
9,0.05,4,3,0.85,0.85,1,0.05,500,0.8677318774423115,0.21136940366811682,0.4194690265486725,0.8785912882298424,0.27550130775937226,-0.7620471756082531
9,0.05,4,5,0.85,0.85,1,0.05,500,0.8662759778877336,0.21766826543143386,0.4188071397474968,0.891566265060241,0.2736842105263158,-0.7574418451720166
9,0.05,4,3,0.85,0.85,1,0.05,400,0.8668889275991071,0.21970683799761132,0.41407599309153714,0.8887859128822985,0.2699127497889108,-0.7570355086003014
9,0.03,4,3,0.85,0.85,1,0.05,500,0.8667650321469021,0.2349950950581897,0.40237656217988116,0.9101019462465245,0.25828511309836927,-0.7492674846178073
9,0.05,3,5,0.85,0.85,1,0.05,500,0.8682097324741371,0.23918351738969681,0.40032414910859,0.9156626506024096,0.2561576354679803,-0.7486179737792887
9,0.05,3,3,0.85,0.85,1,0.05,500,0.8686990427156449,0.24033871293584805,0.3976560921398262,0.9119555143651529,0.25426356589147286,-0.7485296862477209
9,0.03,4,5,0.85,0.85,1,0.05,500,0.8663125833622487,0.23593697531408414,0.4036847492323439,0.9138090824837812,0.2590646347871781,-0.7483440957052067
9,0.05,4,5,0.85,0.85,1,0.05,400,0.8635140564382182,0.23234486382162126,0.4056702105482594,0.901760889712697,0.26169983862291557,-0.7473416245274076
9,0.03,4,3,0.85,0.85,1,0.05,400,0.8685110876830385,0.24315980658254988,0.3940594059405941,0.9221501390176089,0.25056660790732815,-0.7469311843917636
9,0.05,3,3,0.85,0.85,1,0.05,400,0.8685658679036417,0.24580010971010677,0.390013760566149,0.9193697868396663,0.24750499001996007,-0.7456658130485883
9,0.03,4,5,0.85,0.85,1,0.05,400,0.8651187457274948,0.24105290029950466,0.3963855421686747,0.9147358665430955,0.25301204819277107,-0.7445922955777424
9,0.05,3,5,0.85,0.85,1,0.05,400,0.8681411292072138,0.24899069964737297,0.3904351234809878,0.9230769230769231,0.24757643549589858,-0.7436457793835273
9,0.03,3,5,0.85,0.85,1,0.05,500,0.8672746929843816,0.2554301914162362,0.38319006685768864,0.9295644114921223,0.24133782483156882,-0.7395595972762635
9,0.03,3,3,0.85,0.85,1,0.05,500,0.8659931174028441,0.25540729536739504,0.3829787234042554,0.9258572752548656,0.2414209763170614,-0.7382894697191467
9,0.03,3,5,0.85,0.85,1,0.05,400,0.8668863037801297,0.26315093350121055,0.37474466109563603,0.9351251158480074,0.23432419879238273,-0.7353108370295244
9,0.03,3,3,0.85,0.85,1,0.05,400,0.8650793884428326,0.26159097117808616,0.3766160764474424,0.9314179796107507,0.23602630342883982,-0.7342839028537895
